Site.no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius,CharacteristicSpeciesComparisonSet
NEF1012,3561,Primary,29.77,1408.59,18.75,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1065,3561,Primary,92.41,1243.59,18.04,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1107,3561,Secondary,29.62,1116.07,18.2,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1118,3561,Secondary,22.77,1255.18,18.75,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1126,3561,Primary,36.62,1358.07,18.79,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF7013,3561,Primary,39.17,1444.28,18.83,Dry Sclerophyll Forests (Shrubby sub-formation)
COA01,3561,Primary,64.49,1105.68,17.91,Dry Sclerophyll Forests (Shrubby sub-formation)
PIL35,3561,Primary,44.01,1132.36,18.17,Dry Sclerophyll Forests (Shrubby sub-formation)
PIL36,3561,Primary,70.28,1166.64,18.05,Dry Sclerophyll Forests (Shrubby sub-formation)
BNY08J7F,3561,Primary,53.5,1153.91,18.27,Dry Sclerophyll Forests (Shrubby sub-formation)
BNY09J7F,3561,Primary,50.42,1148.8,18.17,Dry Sclerophyll Forests (Shrubby sub-formation)
GBB04A0F,3561,Primary,15.31,1304.06,18.83,Dry Sclerophyll Forests (Shrubby sub-formation)
GIB45J0F,3561,Secondary,46.36,1104.42,18.34,Dry Sclerophyll Forests (Shrubby sub-formation)
PLL07J1F,3561,Primary,89.72,1202.68,18.05,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK10J7F,3561,Primary,66.2,1259.02,18.11,Dry Sclerophyll Forests (Shrubby sub-formation)
GKSWWEX1,3563,Primary,377.3,1228.74,16.97,Dry Sclerophyll Forests (Shrubby sub-formation)
NCBEL002,3563,Primary,457.09,1283.97,16.58,Dry Sclerophyll Forests (Shrubby sub-formation)
NCA00024,3563,Primary,229.87,1208.6,17.37,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_PP023,3563,Secondary,151.69,1381.19,17.72,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE07060,3563,Primary,195.39,1130.78,17.33,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0032,3563,Primary,416.87,1280.85,16.49,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0033,3563,Primary,428.74,1309.07,16.27,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0158,3563,Primary,147.25,1105.72,18.24,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1018,3563,Secondary,464.34,1335.38,16.52,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1019,3563,Primary,394.99,1393.19,16.06,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1022,3563,Primary,344.94,1299.01,16.81,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1104,3563,Primary,416.22,1336.89,16.25,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF7020,3563,Primary,485.83,1375.65,15.93,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC609,3563,Primary,275.34,1277.86,16.9,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC672,3563,Primary,310.41,1230.51,16.83,Dry Sclerophyll Forests (Shrubby sub-formation)
PKGSIN4,3564,Primary,48.58,1041.8,17.91,Dry Sclerophyll Forests (Shrubby sub-formation)
PKGSSH1,3564,Primary,71.33,1063.1,17.66,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_032,3564,Secondary,49.73,1190.07,18.61,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_034,3564,Secondary,83.94,1197.92,18.53,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_062,3564,Primary,48.26,1217.61,18.22,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_105,3564,Secondary,28.11,1166.35,18.67,Dry Sclerophyll Forests (Shrubby sub-formation)
BULLPAD8,3564,Secondary,75.47,1102.73,18.17,Dry Sclerophyll Forests (Shrubby sub-formation)
NCBAN001,3564,Primary,133.1,1163.67,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
NCBEL003,3564,Primary,244.4,1291.97,16.84,Dry Sclerophyll Forests (Shrubby sub-formation)
NCGIB001,3564,Primary,140.13,1282,17.59,Dry Sclerophyll Forests (Shrubby sub-formation)
NCGIB002,3564,Primary,190.62,1255.46,17.77,Dry Sclerophyll Forests (Shrubby sub-formation)
NCROY001,3564,Primary,141.98,1098.65,18.31,Dry Sclerophyll Forests (Shrubby sub-formation)
NCROY003,3564,Primary,174.06,1122.86,18,Dry Sclerophyll Forests (Shrubby sub-formation)
NCA00021,3564,Primary,386.72,1333.65,16.44,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE07055,3564,Primary,93.07,1121.48,17.84,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK01,3564,Primary,86.43,1099.99,17.98,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK03,3564,Primary,79.34,1122.32,17.89,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK10,3564,Primary,133.76,1136.4,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK11,3564,Primary,127.21,1144.52,17.66,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK14,3564,Primary,107.18,1120.14,17.82,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK16,3564,Primary,116.29,1114.87,17.86,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK19,3564,Primary,95.52,1106.45,17.87,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK20,3564,Secondary,87.67,1085.4,18.04,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK22,3564,Primary,62.31,1076.35,18.12,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK25,3564,Primary,128.14,1128.85,17.71,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK27,3564,Primary,94.45,1123.73,17.74,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS01,3564,Primary,166.12,1185.56,17.72,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS03,3564,Primary,185.37,1200.64,17.51,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS04,3564,Primary,156.57,1179.53,17.82,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS12,3564,Primary,73.95,1157.72,18,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS14,3564,Primary,118.65,1151.79,18.06,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS17,3564,Primary,96.19,1169.5,17.97,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0003,3564,Primary,72.1,1110.32,17.92,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0227,3564,Primary,117.45,1172.39,17.91,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0228,3564,Primary,98.74,1164.8,17.97,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1122,3564,Primary,116.12,1358.17,18.16,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC624,3564,Primary,172.36,1202.28,17.37,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC656,3564,Primary,79.74,1180.14,17.99,Dry Sclerophyll Forests (Shrubby sub-formation)
RP10008,3564,Secondary,177.4,1042.86,17.92,Dry Sclerophyll Forests (Shrubby sub-formation)
GUN16,3564,Primary,187.7,1099.23,17.64,Dry Sclerophyll Forests (Shrubby sub-formation)
WLG02J7G,3565,Primary,235.96,1487.43,16.73,Dry Sclerophyll Forests (Shrubby sub-formation)
BLX01J7R,3566,Primary,76.29,1244.06,17.78,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK17J6M,3566,Primary,89.02,1337.87,18.18,Dry Sclerophyll Forests (Shrubby sub-formation)
PKSVWWS1,3567,Primary,118.9,1114.44,17.55,Dry Sclerophyll Forests (Shrubby sub-formation)
TRBA1,3567,Primary,49.52,1069.22,17.86,Dry Sclerophyll Forests (Shrubby sub-formation)
TSCERG1,3567,Secondary,54.91,1040.41,17.88,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_009,3567,Primary,237.63,1253.54,18.04,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_010,3567,Primary,217.47,1317.49,17.65,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_011,3567,Primary,235.98,1362.53,17.39,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_033,3567,Primary,37.98,1188.42,18.58,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_106,3567,Primary,36.04,1165.24,18.69,Dry Sclerophyll Forests (Shrubby sub-formation)
BULLPAD5,3567,Primary,49.76,1089.59,18.17,Dry Sclerophyll Forests (Shrubby sub-formation)
CLIFPK18,3567,Secondary,81.17,1118.34,17.78,Dry Sclerophyll Forests (Shrubby sub-formation)
RRK26J3S,3567,Primary,69.04,1307.64,18.17,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1108,3567,Primary,61.25,1129.52,17.71,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC637,3567,Primary,77.13,1315.44,17.58,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC676,3567,Primary,193.29,1209.41,17,Dry Sclerophyll Forests (Shrubby sub-formation)
COA02,3567,Primary,79.73,1107.93,17.9,Dry Sclerophyll Forests (Shrubby sub-formation)
PKGSHT1,3568,Primary,342.86,1382.99,17.33,Dry Sclerophyll Forests (Shrubby sub-formation)
PKGSHT2,3568,Primary,327.75,1378.08,17.4,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_012,3568,Primary,180.27,1246.76,18.02,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_013,3568,Primary,111.57,1160.14,18.46,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_015,3568,Primary,158.08,1160.81,18.41,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_024,3568,Primary,211.08,1246.06,17.93,Dry Sclerophyll Forests (Shrubby sub-formation)
BULLPAD4,3568,Primary,44.91,1092.76,18.22,Dry Sclerophyll Forests (Shrubby sub-formation)
A1_53,3568,Secondary,134.06,1148.43,17.65,Dry Sclerophyll Forests (Shrubby sub-formation)
A1_56,3568,Secondary,53.4,1252.56,18.43,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_PP107,3568,Primary,427.36,1557.02,16.41,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_PP108,3568,Primary,409.64,1588.82,16.11,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_PP109,3568,Primary,408.22,1598.76,16.05,Dry Sclerophyll Forests (Shrubby sub-formation)
NUCON108,3568,Primary,331.18,1405.21,17.3,Dry Sclerophyll Forests (Shrubby sub-formation)
NUCON109,3568,Primary,230.4,1451.42,16.81,Dry Sclerophyll Forests (Shrubby sub-formation)
NUNEW078,3568,Primary,85.37,1264.87,18.27,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS02,3568,Primary,202.19,1222,17.35,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS05,3568,Primary,96.18,1166.11,17.97,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS06,3568,Primary,84.07,1163.95,17.98,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS13,3568,Primary,64.94,1152.03,18.03,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS15,3568,Primary,83.34,1157.01,18.02,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS16,3568,Primary,101.87,1177.86,17.8,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS19,3568,Primary,123.81,1142.16,18.08,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS20,3568,Primary,77.65,1143.8,18.06,Dry Sclerophyll Forests (Shrubby sub-formation)
KREMNS21,3568,Primary,67.53,1152.63,18.03,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1085,3568,Primary,266.84,1487.51,16.87,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1086,3568,Primary,297.97,1414.7,17.55,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1089,3568,Primary,366.1,1537.68,16.18,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC602,3568,Primary,66.88,1126.07,17.98,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC603,3568,Primary,46.27,1136.01,17.91,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC604,3568,Primary,29.85,1111.87,18.14,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC605,3568,Primary,34.47,1112.68,18.12,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC607,3568,Primary,60.14,1107.67,18.07,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC611,3568,Secondary,116.12,1108.69,18.07,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC612,3568,Primary,123.66,1106.42,18.09,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC613,3568,Primary,106.6,1111,18.05,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC615,3568,Primary,112.81,1104.66,18.12,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC616,3568,Primary,106.83,1102.72,18.15,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC617,3568,Primary,81.23,1118.61,18.01,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC620,3568,Primary,40.87,1104.91,18.2,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC621,3568,Primary,68.18,1168.25,17.64,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC622,3568,Primary,99.74,1160.82,17.69,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC636,3568,Primary,82.8,1286.41,17.96,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC638,3568,Primary,67.77,1260.57,18.08,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC645,3568,Primary,357,1436.6,17.15,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC646,3568,Primary,273.66,1449.49,16.9,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC657,3568,Primary,75.45,1182.97,17.96,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC658,3568,Primary,56.94,1171.24,18.17,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC673,3568,Primary,237.01,1202.35,17.05,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC674,3568,Primary,237.69,1135.07,17.6,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC675,3568,Primary,190.38,1208.26,16.99,Dry Sclerophyll Forests (Shrubby sub-formation)
RP10002,3568,Primary,194.64,1283.3,17.14,Dry Sclerophyll Forests (Shrubby sub-formation)
RP10004,3568,Primary,238.45,1355.11,17.49,Dry Sclerophyll Forests (Shrubby sub-formation)
A1_54,3569,Secondary,133.19,1141.16,17.7,Dry Sclerophyll Forests (Shrubby sub-formation)
NCA00004,3569,Primary,158.59,1428.44,18.16,Dry Sclerophyll Forests (Shrubby sub-formation)
NCA00006,3569,Primary,148.41,1366.79,18.31,Dry Sclerophyll Forests (Shrubby sub-formation)
NCA00025,3569,Secondary,294.4,1275.83,16.96,Dry Sclerophyll Forests (Shrubby sub-formation)
NCA0022A,3569,Primary,426.37,1333.68,16.44,Dry Sclerophyll Forests (Shrubby sub-formation)
NCA0022B,3569,Primary,407.37,1353.56,16.25,Dry Sclerophyll Forests (Shrubby sub-formation)
UNE08029,3569,Primary,131.72,1117.23,17.8,Dry Sclerophyll Forests (Shrubby sub-formation)
NUNEW096,3569,Secondary,114.9,1292.41,18.03,Dry Sclerophyll Forests (Shrubby sub-formation)
MORORO09,3569,Secondary,40.84,1308.43,18.58,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0124,3569,Primary,151.86,1300.67,18.25,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0195,3569,Primary,23.31,1231.3,18.65,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1070,3569,Primary,168.21,1291.65,18.13,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1110,3569,Primary,234.58,1357.97,17.21,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1123,3569,Primary,220.37,1483.23,17.44,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC606,3569,Primary,77.24,1135.71,17.89,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC608,3569,Primary,46.72,1139.19,17.86,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC614,3569,Primary,66.15,1133.36,17.79,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC618,3569,Primary,265.8,1208.16,17.27,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC619,3569,Primary,260.21,1280.99,16.79,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC623,3569,Primary,164.34,1285.55,16.87,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC625,3569,Primary,151.87,1119.76,17.93,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC662,3569,Primary,33.58,1335.19,18.71,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC671,3569,Primary,326.26,1293.29,16.32,Dry Sclerophyll Forests (Shrubby sub-formation)
NRAC678,3569,Primary,301.78,1224.11,16.95,Dry Sclerophyll Forests (Shrubby sub-formation)
GBB19J7F,3569,Primary,30.63,1290.67,18.71,Dry Sclerophyll Forests (Shrubby sub-formation)
GIB47J5S,3569,Primary,33.75,1341.48,18.69,Dry Sclerophyll Forests (Shrubby sub-formation)
YUR184,3569,Primary,13.09,1394.09,18.9,Dry Sclerophyll Forests (Shrubby sub-formation)
BAN001,3570,Primary,440.94,1745.13,15.42,Dry Sclerophyll Forests (Shrubby sub-formation)
BAN002,3570,Primary,488.48,1798.25,15.16,Dry Sclerophyll Forests (Shrubby sub-formation)
BAN003,3570,Primary,486.77,1841.59,14.98,Dry Sclerophyll Forests (Shrubby sub-formation)
BAN004,3570,Primary,461.86,1776.43,15.24,Dry Sclerophyll Forests (Shrubby sub-formation)
BAN005,3570,Primary,420.16,1766.3,15.24,Dry Sclerophyll Forests (Shrubby sub-formation)
BAN006,3570,Primary,431.04,1785.96,15.15,Dry Sclerophyll Forests (Shrubby sub-formation)
BAN007,3570,Primary,369.99,1667.53,15.79,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE10020,3570,Primary,465.86,1784.08,15.2,Dry Sclerophyll Forests (Shrubby sub-formation)
PGRVWEX2,3571,Primary,262.75,1928.4,18.33,Dry Sclerophyll Forests (Shrubby sub-formation)
UNE05037,3571,Primary,438.19,2410.26,17.14,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF2102,3571,Primary,442.01,2406.62,17.16,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR12,3571,Primary,308.67,2148.55,18.25,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR13,3571,Primary,437.22,2428.45,16.97,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR14,3571,Primary,446.34,2420.17,17.04,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR1A,3571,Primary,435.69,2300.63,17.78,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR1B,3571,Primary,428.99,2434.51,16.94,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR2,3571,Primary,432.87,2357.1,17.48,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR24,3571,Primary,397.42,2417.51,17.13,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR4,3571,Primary,421.95,2231.76,18.03,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR8,3571,Primary,442.84,2352.48,17.5,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKR9,3571,Primary,423.11,2397.49,17.25,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKS3,3571,Primary,470.64,2425.64,16.87,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCMF2,3571,Primary,344.66,2272.24,17.3,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCMF3,3571,Primary,353.48,2258.17,17.34,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCMF4,3571,Primary,315.48,2216.11,17.46,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCMJ8,3571,Primary,586.75,2239.25,17.55,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCBP2,3572,Primary,686.65,2404.78,16.65,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCBP3,3572,Primary,661.9,2456.07,16.31,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCBP4,3572,Primary,661.9,2456.07,16.31,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCBP6,3572,Primary,681.34,2440.98,16.41,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCBP7,3572,Primary,669.19,2457.42,16.31,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKC17,3572,Primary,424.27,2293.98,17.82,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKS4,3572,Primary,454.49,2422.77,16.93,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKS5,3572,Primary,425.92,2416.72,17.01,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCKS6,3572,Primary,434.91,2422.2,16.95,Dry Sclerophyll Forests (Shrubby sub-formation)
VOLCW3,3572,Primary,493.16,2296.11,17.9,Dry Sclerophyll Forests (Shrubby sub-formation)
PQLPWVW1,3573,Primary,22.97,1494.51,17.13,Dry Sclerophyll Forests (Shrubby sub-formation)
TJFSSG2,3573,Primary,83.87,1140.81,18.08,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE07040,3573,Primary,33.66,1303.65,17.93,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE07049,3573,Primary,27.94,1383.24,18.56,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE10001,3573,Primary,31,1319.29,17.81,Dry Sclerophyll Forests (Shrubby sub-formation)
UNE05053,3573,Primary,25.95,1378.61,18.8,Dry Sclerophyll Forests (Shrubby sub-formation)
UNE08064,3573,Primary,31.11,1399.36,18.75,Dry Sclerophyll Forests (Shrubby sub-formation)
NUBAR076,3573,Primary,27.19,1407.59,18.75,Dry Sclerophyll Forests (Shrubby sub-formation)
NUBAR098,3573,Primary,40.43,1372.05,18.66,Dry Sclerophyll Forests (Shrubby sub-formation)
NUBAR163,3573,Primary,37.61,1370.86,18.59,Dry Sclerophyll Forests (Shrubby sub-formation)
NUNEW073,3573,Primary,49.89,1372.05,18.36,Dry Sclerophyll Forests (Shrubby sub-formation)
NUNEW077,3573,Primary,92.07,1267.52,18.16,Dry Sclerophyll Forests (Shrubby sub-formation)
NUNEW095,3573,Primary,37.06,1252.4,18.53,Dry Sclerophyll Forests (Shrubby sub-formation)
KNB14P0C,3573,Primary,48.55,1313.24,17.82,Dry Sclerophyll Forests (Shrubby sub-formation)
BDH04J7V,3573,Primary,22.39,1344.27,18.8,Dry Sclerophyll Forests (Shrubby sub-formation)
BHD08J1U,3573,Secondary,30.1,1351.67,18.72,Dry Sclerophyll Forests (Shrubby sub-formation)
BLX04Q4F,3573,Primary,55.69,1174.56,18.15,Dry Sclerophyll Forests (Shrubby sub-formation)
NORTON16,3573,Primary,43.48,1306.84,17.86,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-001,3573,Primary,16.06,1317.87,17.88,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-003,3573,Primary,27.89,1319.05,17.9,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-005,3573,Primary,24.59,1320.29,17.9,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-006,3573,Primary,40.42,1319.66,17.87,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-007,3573,Primary,29.25,1357.79,17.82,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-008,3573,Primary,41.73,1352.03,17.85,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-012,3573,Primary,11.44,1326.15,17.81,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-014,3573,Primary,22.6,1318.95,17.95,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-015,3573,Primary,28.71,1332.2,17.88,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-016,3573,Primary,33.14,1335.07,17.88,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-017,3573,Primary,35.96,1344.19,17.85,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-020,3573,Primary,35.49,1337.26,17.9,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-021,3573,Primary,36.15,1353.25,17.82,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-025,3573,Primary,16.64,1321.89,17.92,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-026,3573,Primary,27.54,1316.16,17.93,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-027,3573,Primary,14.69,1324.81,17.91,Dry Sclerophyll Forests (Shrubby sub-formation)
MAR-030,3573,Primary,38.67,1302.82,17.94,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0215,3573,Primary,21.89,1316.79,18.59,Dry Sclerophyll Forests (Shrubby sub-formation)
NCPP0232,3573,Primary,19.91,1319.96,18.76,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1124,3573,Primary,20.9,1457.01,18.94,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1134,3573,Primary,17.34,1272.76,18.57,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF1135,3573,Primary,16.31,1279.55,18.76,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF4009,3573,Primary,18.3,1329.16,17.89,Dry Sclerophyll Forests (Shrubby sub-formation)
NEF4033,3573,Primary,36.13,1370.37,17.75,Dry Sclerophyll Forests (Shrubby sub-formation)
PPK00035,3573,Secondary,44.5,1329.26,17.88,Dry Sclerophyll Forests (Shrubby sub-formation)
PPK00058,3573,Secondary,35.52,1333.21,17.91,Dry Sclerophyll Forests (Shrubby sub-formation)
PPK00059,3573,Primary,32.95,1318.14,17.91,Dry Sclerophyll Forests (Shrubby sub-formation)
SAN20,3573,Primary,47.33,1351.31,18.62,Dry Sclerophyll Forests (Shrubby sub-formation)
TUC24,3573,Primary,35.49,1310.4,18.66,Dry Sclerophyll Forests (Shrubby sub-formation)
YUR174,3573,Primary,22.39,1270.5,18.69,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_063,3574,Primary,24.81,1199.34,18.45,Dry Sclerophyll Forests (Shrubby sub-formation)
AC14_067,3574,Secondary,30.11,1333.9,18.71,Dry Sclerophyll Forests (Shrubby sub-formation)
A1_57,3574,Secondary,43.25,1276.9,18.47,Dry Sclerophyll Forests (Shrubby sub-formation)
A1_58,3574,Secondary,53.72,1275.25,18.47,Dry Sclerophyll Forests (Shrubby sub-formation)
A1_60,3574,Secondary,76.6,1318.87,18.48,Dry Sclerophyll Forests (Shrubby sub-formation)
A1_61,3574,Secondary,171.74,1356.52,18.12,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_SED012,3574,Primary,27.47,1415.5,18.61,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_SED027,3574,Primary,14.01,1435.79,18.81,Dry Sclerophyll Forests (Shrubby sub-formation)
FF_SED033,3574,Primary,16.22,1509.42,18.58,Dry Sclerophyll Forests (Shrubby sub-formation)
LNE07054,3574,Primary,42.58,1443.39,18.44,Dry Sclerophyll Forests (Shrubby sub-formation)
UNE05052,3574,Primary,43.62,1360.7,18.6,Dry Sclerophyll Forests (Shrubby sub-formation)
NUBAR099,3574,Primary,43.59,1404.31,18.47,Dry Sclerophyll Forests (Shrubby sub-formation)
NUNEW072,3574,Primary,150.75,1349.18,17.89,Dry Sclerophyll Forests (Shrubby sub-formation)
